population,state,county
55869,Alabama,Autauga
223234,Alabama,Baldwin
24686,Alabama,Barbour
22394,Alabama,Bibb
57826,Alabama,Blount
10101,Alabama,Bullock
19448,Alabama,Butler
113605,Alabama,Calhoun
33254,Alabama,Chambers
26196,Alabama,Cherokee
44428,Alabama,Chilton
12589,Alabama,Choctaw
23622,Alabama,Clarke
13235,Alabama,Clay
14910,Alabama,Cleburne
52342,Alabama,Coffee
55241,Alabama,Colbert
12067,Alabama,Conecuh
10663,Alabama,Coosa
37049,Alabama,Covington
13772,Alabama,Crenshaw
83768,Alabama,Cullman
49172,Alabama,Dale
37196,Alabama,Dallas
71513,Alabama,DeKalb
81209,Alabama,Elmore
36633,Alabama,Escambia
102268,Alabama,Etowah
16302,Alabama,Fayette
31362,Alabama,Franklin
26271,Alabama,Geneva
8111,Alabama,Greene
14651,Alabama,Hale
17205,Alabama,Henry
105882,Alabama,Houston
51626,Alabama,Jackson
658573,Alabama,Jefferson
13805,Alabama,Lamar
92729,Alabama,Lauderdale
32924,Alabama,Lawrence
164542,Alabama,Lee
98915,Alabama,Limestone
9726,Alabama,Lowndes
18068,Alabama,Macon
372909,Alabama,Madison
18863,Alabama,Marengo
29709,Alabama,Marion
96774,Alabama,Marshall
413210,Alabama,Mobile
20733,Alabama,Monroe
226486,Alabama,Montgomery
119679,Alabama,Morgan
8923,Alabama,Perry
19930,Alabama,Pickens
33114,Alabama,Pike
22722,Alabama,Randolph
57961,Alabama,Russell
89512,Alabama,St. Clair
217702,Alabama,Shelby
12427,Alabama,Sumter
79978,Alabama,Talladega
40367,Alabama,Tallapoosa
209355,Alabama,Tuscaloosa
63521,Alabama,Walker
16326,Alabama,Washington
10373,Alabama,Wilcox
23629,Alabama,Winston
3337,Alaska,Aleutians East Borough
5634,Alaska,Aleutians West Census Area
288000,Alaska,Anchorage Municipality
18386,Alaska,Bethel Census Area
836,Alaska,Bristol Bay Borough
2097,Alaska,Denali Borough
4916,Alaska,Dillingham Census Area
96849,Alaska,Fairbanks North Star Borough
2530,Alaska,Haines Borough
2148,Alaska,Hoonah-Angoon Census Area
31974,Alaska,Juneau City and Borough
58708,Alaska,Kenai Peninsula Borough
13901,Alaska,Ketchikan Gateway Borough
12998,Alaska,Kodiak Island Borough
8314,Alaska,Kusilvak Census Area
1592,Alaska,Lake and Peninsula Borough
108317,Alaska,Matanuska-Susitna Borough
10004,Alaska,Nome Census Area
9832,Alaska,North Slope Borough
7621,Alaska,Northwest Arctic Borough
3266,Alaska,Petersburg Borough
6203,Alaska,Prince of Wales-Hyder Census Area
8493,Alaska,Sitka City and Borough
1183,Alaska,Skagway Municipality
6893,Alaska,Southeast Fairbanks Census Area
9202,Alaska,Valdez-Cordova Census Area
2502,Alaska,Wrangell City and Borough
579,Alaska,Yakutat City and Borough
5230,Alaska,Yukon-Koyukuk Census Area
71887,Arizona,Apache
125922,Arizona,Cochise
143476,Arizona,Coconino
54018,Arizona,Gila
38837,Arizona,Graham
9498,Arizona,Greenlee
21108,Arizona,La Paz
4485414,Arizona,Maricopa
212181,Arizona,Mohave
110924,Arizona,Navajo
1047279,Arizona,Pima
462789,Arizona,Pinal
46498,Arizona,Santa Cruz
235099,Arizona,Yavapai
213787,Arizona,Yuma
17486,Arkansas,Arkansas
19657,Arkansas,Ashley
41932,Arkansas,Baxter
279141,Arkansas,Benton
37432,Arkansas,Boone
10763,Arkansas,Bradley
5189,Arkansas,Calhoun
28380,Arkansas,Carroll
10118,Arkansas,Chicot
22320,Arkansas,Clark
14551,Arkansas,Clay
24919,Arkansas,Cleburne
7956,Arkansas,Cleveland
23457,Arkansas,Columbia
20846,Arkansas,Conway
110332,Arkansas,Craighead
63257,Arkansas,Crawford
47955,Arkansas,Crittenden
16419,Arkansas,Cross
7009,Arkansas,Dallas
11361,Arkansas,Desha
18219,Arkansas,Drew
126007,Arkansas,Faulkner
17715,Arkansas,Franklin
12477,Arkansas,Fulton
99386,Arkansas,Garland
18265,Arkansas,Grant
45325,Arkansas,Greene
21532,Arkansas,Hempstead
33771,Arkansas,Hot Spring
13202,Arkansas,Howard
37825,Arkansas,Independence
13629,Arkansas,Izard
16719,Arkansas,Jackson
66824,Arkansas,Jefferson
26578,Arkansas,Johnson
6624,Arkansas,Lafayette
16406,Arkansas,Lawrence
8857,Arkansas,Lee
13024,Arkansas,Lincoln
12259,Arkansas,Little River
21466,Arkansas,Logan
73309,Arkansas,Lonoke
16576,Arkansas,Madison
16694,Arkansas,Marion
43257,Arkansas,Miller
40651,Arkansas,Mississippi
6701,Arkansas,Monroe
8986,Arkansas,Montgomery
8252,Arkansas,Nevada
7753,Arkansas,Newton
23382,Arkansas,Ouachita
10455,Arkansas,Perry
17782,Arkansas,Phillips
10718,Arkansas,Pike
23528,Arkansas,Poinsett
19964,Arkansas,Polk
64072,Arkansas,Pope
8062,Arkansas,Prairie
391911,Arkansas,Pulaski
17958,Arkansas,Randolph
24994,Arkansas,St. Francis
122437,Arkansas,Saline
10281,Arkansas,Scott
7881,Arkansas,Searcy
127827,Arkansas,Sebastian
17007,Arkansas,Sevier
17442,Arkansas,Sharp
12506,Arkansas,Stone
38682,Arkansas,Union
16545,Arkansas,Van Buren
239187,Arkansas,Washington
78753,Arkansas,White
6320,Arkansas,Woodruff
21341,Arkansas,Yell
1671329,California,Alameda
1129,California,Alpine
39752,California,Amador
219186,California,Butte
45905,California,Calaveras
21547,California,Colusa
1153526,California,Contra Costa
27812,California,Del Norte
192843,California,El Dorado
999101,California,Fresno
28393,California,Glenn
135558,California,Humboldt
181215,California,Imperial
18039,California,Inyo
900202,California,Kern
152940,California,Kings
64386,California,Lake
30573,California,Lassen
10039107,California,Los Angeles
157327,California,Madera
258826,California,Marin
17203,California,Mariposa
86749,California,Mendocino
277680,California,Merced
8841,California,Modoc
14444,California,Mono
434061,California,Monterey
137744,California,Napa
99755,California,Nevada
3175692,California,Orange
398329,California,Placer
18807,California,Plumas
2470546,California,Riverside
1552058,California,Sacramento
62808,California,San Benito
2180085,California,San Bernardino
3338330,California,San Diego
881549,California,San Francisco
762148,California,San Joaquin
283111,California,San Luis Obispo
766573,California,San Mateo
446499,California,Santa Barbara
1927852,California,Santa Clara
273213,California,Santa Cruz
180080,California,Shasta
3005,California,Sierra
43539,California,Siskiyou
447643,California,Solano
494336,California,Sonoma
550660,California,Stanislaus
96971,California,Sutter
65084,California,Tehama
12285,California,Trinity
466195,California,Tulare
54478,California,Tuolumne
846006,California,Ventura
220500,California,Yolo
78668,California,Yuba
517421,Colorado,Adams
16233,Colorado,Alamosa
656590,Colorado,Arapahoe
14029,Colorado,Archuleta
3581,Colorado,Baca
5577,Colorado,Bent
326196,Colorado,Boulder
70465,Colorado,Broomfield
20356,Colorado,Chaffee
1831,Colorado,Cheyenne
9700,Colorado,Clear Creek
8205,Colorado,Conejos
3887,Colorado,Costilla
6061,Colorado,Crowley
5068,Colorado,Custer
31162,Colorado,Delta
727211,Colorado,Denver
2055,Colorado,Dolores
351154,Colorado,Douglas
55127,Colorado,Eagle
26729,Colorado,Elbert
720403,Colorado,El Paso
47839,Colorado,Fremont
60061,Colorado,Garfield
6243,Colorado,Gilpin
15734,Colorado,Grand
17462,Colorado,Gunnison
820,Colorado,Hinsdale
6897,Colorado,Huerfano
1392,Colorado,Jackson
582881,Colorado,Jefferson
1406,Colorado,Kiowa
7097,Colorado,Kit Carson
8127,Colorado,Lake
56221,Colorado,La Plata
356899,Colorado,Larimer
14506,Colorado,Las Animas
5701,Colorado,Lincoln
22409,Colorado,Logan
154210,Colorado,Mesa
769,Colorado,Mineral
13283,Colorado,Moffat
26183,Colorado,Montezuma
42758,Colorado,Montrose
29068,Colorado,Morgan
18278,Colorado,Otero
4952,Colorado,Ouray
18845,Colorado,Park
4265,Colorado,Phillips
17767,Colorado,Pitkin
12172,Colorado,Prowers
168424,Colorado,Pueblo
6324,Colorado,Rio Blanco
11267,Colorado,Rio Grande
25638,Colorado,Routt
6824,Colorado,Saguache
728,Colorado,San Juan
8179,Colorado,San Miguel
2248,Colorado,Sedgwick
31011,Colorado,Summit
25388,Colorado,Teller
4908,Colorado,Washington
324492,Colorado,Weld
10019,Colorado,Yuma
943332,Connecticut,Fairfield
891720,Connecticut,Hartford
180333,Connecticut,Litchfield
162436,Connecticut,Middlesex
854757,Connecticut,New Haven
265206,Connecticut,New London
150721,Connecticut,Tolland
116782,Connecticut,Windham
180786,Delaware,Kent
558753,Delaware,New Castle
234225,Delaware,Sussex
705749,District of Columbia,District of Columbia
705749,District of Columbia,District of Columbia
269043,Florida,Alachua
29210,Florida,Baker
174705,Florida,Bay
28201,Florida,Bradford
601942,Florida,Brevard
1952778,Florida,Broward
14105,Florida,Calhoun
188910,Florida,Charlotte
149657,Florida,Citrus
219252,Florida,Clay
384902,Florida,Collier
71686,Florida,Columbia
38001,Florida,DeSoto
16826,Florida,Dixie
957755,Florida,Duval
318316,Florida,Escambia
115081,Florida,Flagler
12125,Florida,Franklin
45660,Florida,Gadsden
18582,Florida,Gilchrist
13811,Florida,Glades
13639,Florida,Gulf
14428,Florida,Hamilton
26937,Florida,Hardee
42022,Florida,Hendry
193920,Florida,Hernando
106221,Florida,Highlands
1471968,Florida,Hillsborough
19617,Florida,Holmes
159923,Florida,Indian River
46414,Florida,Jackson
14246,Florida,Jefferson
8422,Florida,Lafayette
367118,Florida,Lake
770577,Florida,Lee
293582,Florida,Leon
41503,Florida,Levy
8354,Florida,Liberty
18493,Florida,Madison
403253,Florida,Manatee
365579,Florida,Marion
161000,Florida,Martin
2716940,Florida,Miami-Dade
74228,Florida,Monroe
88625,Florida,Nassau
210738,Florida,Okaloosa
42168,Florida,Okeechobee
1393452,Florida,Orange
375751,Florida,Osceola
1496770,Florida,Palm Beach
553947,Florida,Pasco
974996,Florida,Pinellas
724777,Florida,Polk
74521,Florida,Putnam
264672,Florida,St. Johns
328297,Florida,St. Lucie
184313,Florida,Santa Rosa
433742,Florida,Sarasota
471826,Florida,Seminole
132420,Florida,Sumter
44417,Florida,Suwannee
21569,Florida,Taylor
15237,Florida,Union
553284,Florida,Volusia
33739,Florida,Wakulla
74071,Florida,Walton
25473,Florida,Washington
18386,Georgia,Appling
8165,Georgia,Atkinson
11164,Georgia,Bacon
3038,Georgia,Baker
44890,Georgia,Baldwin
19234,Georgia,Banks
83240,Georgia,Barrow
107738,Georgia,Bartow
16700,Georgia,Ben Hill
19397,Georgia,Berrien
153159,Georgia,Bibb
12873,Georgia,Bleckley
19109,Georgia,Brantley
15457,Georgia,Brooks
39627,Georgia,Bryan
79608,Georgia,Bulloch
22383,Georgia,Burke
24936,Georgia,Butts
6189,Georgia,Calhoun
54666,Georgia,Camden
10803,Georgia,Candler
119992,Georgia,Carroll
67580,Georgia,Catoosa
13392,Georgia,Charlton
289430,Georgia,Chatham
10907,Georgia,Chattahoochee
24789,Georgia,Chattooga
258773,Georgia,Cherokee
128331,Georgia,Clarke
2834,Georgia,Clay
292256,Georgia,Clayton
6618,Georgia,Clinch
760141,Georgia,Cobb
43273,Georgia,Coffee
45600,Georgia,Colquitt
156714,Georgia,Columbia
17270,Georgia,Cook
148509,Georgia,Coweta
12404,Georgia,Crawford
22372,Georgia,Crisp
16116,Georgia,Dade
26108,Georgia,Dawson
26404,Georgia,Decatur
759297,Georgia,DeKalb
20605,Georgia,Dodge
13390,Georgia,Dooly
87956,Georgia,Dougherty
146343,Georgia,Douglas
10190,Georgia,Early
4006,Georgia,Echols
64296,Georgia,Effingham
19194,Georgia,Elbert
22646,Georgia,Emanuel
10654,Georgia,Evans
26188,Georgia,Fannin
114421,Georgia,Fayette
98498,Georgia,Floyd
244252,Georgia,Forsyth
23349,Georgia,Franklin
1063937,Georgia,Fulton
31369,Georgia,Gilmer
2971,Georgia,Glascock
85292,Georgia,Glynn
57963,Georgia,Gordon
24633,Georgia,Grady
18324,Georgia,Greene
936250,Georgia,Gwinnett
45328,Georgia,Habersham
204441,Georgia,Hall
8457,Georgia,Hancock
29792,Georgia,Haralson
35236,Georgia,Harris
26205,Georgia,Hart
11923,Georgia,Heard
234561,Georgia,Henry
157863,Georgia,Houston
9416,Georgia,Irwin
72977,Georgia,Jackson
14219,Georgia,Jasper
15115,Georgia,Jeff Davis
15362,Georgia,Jefferson
8676,Georgia,Jenkins
9643,Georgia,Johnson
28735,Georgia,Jones
19077,Georgia,Lamar
10423,Georgia,Lanier
47546,Georgia,Laurens
29992,Georgia,Lee
61435,Georgia,Liberty
7921,Georgia,Lincoln
19559,Georgia,Long
117406,Georgia,Lowndes
33610,Georgia,Lumpkin
21312,Georgia,McDuffie
14378,Georgia,McIntosh
12947,Georgia,Macon
29880,Georgia,Madison
8359,Georgia,Marion
21167,Georgia,Meriwether
5718,Georgia,Miller
21863,Georgia,Mitchell
27578,Georgia,Monroe
9172,Georgia,Montgomery
19276,Georgia,Morgan
40096,Georgia,Murray
195769,Georgia,Muscogee
111744,Georgia,Newton
40280,Georgia,Oconee
15259,Georgia,Oglethorpe
168667,Georgia,Paulding
27546,Georgia,Peach
32591,Georgia,Pickens
19465,Georgia,Pierce
18962,Georgia,Pike
42613,Georgia,Polk
11137,Georgia,Pulaski
22119,Georgia,Putnam
2299,Georgia,Quitman
17137,Georgia,Rabun
6778,Georgia,Randolph
202518,Georgia,Richmond
90896,Georgia,Rockdale
5257,Georgia,Schley
13966,Georgia,Screven
8090,Georgia,Seminole
66703,Georgia,Spalding
25925,Georgia,Stephens
6621,Georgia,Stewart
29524,Georgia,Sumter
6195,Georgia,Talbot
1537,Georgia,Taliaferro
25286,Georgia,Tattnall
8020,Georgia,Taylor
15860,Georgia,Telfair
8531,Georgia,Terrell
44451,Georgia,Thomas
40644,Georgia,Tift
26830,Georgia,Toombs
12037,Georgia,Towns
6901,Georgia,Treutlen
69922,Georgia,Troup
7985,Georgia,Turner
8120,Georgia,Twiggs
24511,Georgia,Union
26320,Georgia,Upson
69761,Georgia,Walker
94593,Georgia,Walton
35734,Georgia,Ware
5254,Georgia,Warren
20374,Georgia,Washington
29927,Georgia,Wayne
2607,Georgia,Webster
7855,Georgia,Wheeler
30798,Georgia,White
104628,Georgia,Whitfield
8635,Georgia,Wilcox
9777,Georgia,Wilkes
8954,Georgia,Wilkinson
20247,Georgia,Worth
201513,Hawaii,Hawaii
974563,Hawaii,Honolulu
86,Hawaii,Kalawao
72293,Hawaii,Kauai
167417,Hawaii,Maui
481587,Idaho,Ada
4294,Idaho,Adams
87808,Idaho,Bannock
6125,Idaho,Bear Lake
9298,Idaho,Benewah
46811,Idaho,Bingham
23021,Idaho,Blaine
7831,Idaho,Boise
45739,Idaho,Bonner
119062,Idaho,Bonneville
12245,Idaho,Boundary
2597,Idaho,Butte
1106,Idaho,Camas
229849,Idaho,Canyon
7155,Idaho,Caribou
24030,Idaho,Cassia
845,Idaho,Clark
8756,Idaho,Clearwater
4315,Idaho,Custer
27511,Idaho,Elmore
13876,Idaho,Franklin
13099,Idaho,Fremont
18112,Idaho,Gem
15179,Idaho,Gooding
16667,Idaho,Idaho
29871,Idaho,Jefferson
24412,Idaho,Jerome
165697,Idaho,Kootenai
40108,Idaho,Latah
8027,Idaho,Lemhi
3838,Idaho,Lewis
5366,Idaho,Lincoln
39907,Idaho,Madison
21039,Idaho,Minidoka
40408,Idaho,Nez Perce
4531,Idaho,Oneida
11823,Idaho,Owyhee
23951,Idaho,Payette
7681,Idaho,Power
12882,Idaho,Shoshone
12142,Idaho,Teton
86878,Idaho,Twin Falls
11392,Idaho,Valley
10194,Idaho,Washington
65435,Illinois,Adams
5761,Illinois,Alexander
16426,Illinois,Bond
53544,Illinois,Boone
6578,Illinois,Brown
32628,Illinois,Bureau
4739,Illinois,Calhoun
14305,Illinois,Carroll
12147,Illinois,Cass
209689,Illinois,Champaign
32304,Illinois,Christian
15441,Illinois,Clark
13184,Illinois,Clay
37562,Illinois,Clinton
50621,Illinois,Coles
5150233,Illinois,Cook
18667,Illinois,Crawford
10766,Illinois,Cumberland
104897,Illinois,DeKalb
15638,Illinois,De Witt
19465,Illinois,Douglas
922921,Illinois,DuPage
17161,Illinois,Edgar
6395,Illinois,Edwards
34008,Illinois,Effingham
21336,Illinois,Fayette
12961,Illinois,Ford
38469,Illinois,Franklin
34340,Illinois,Fulton
4828,Illinois,Gallatin
12969,Illinois,Greene
51054,Illinois,Grundy
8116,Illinois,Hamilton
17708,Illinois,Hancock
3821,Illinois,Hardin
6646,Illinois,Henderson
48913,Illinois,Henry
27114,Illinois,Iroquois
56750,Illinois,Jackson
9610,Illinois,Jasper
37684,Illinois,Jefferson
21773,Illinois,Jersey
21235,Illinois,Jo Daviess
12417,Illinois,Johnson
532403,Illinois,Kane
109862,Illinois,Kankakee
128990,Illinois,Kendall
49699,Illinois,Knox
696535,Illinois,Lake
108669,Illinois,LaSalle
15678,Illinois,Lawrence
34096,Illinois,Lee
35648,Illinois,Livingston
28618,Illinois,Logan
29682,Illinois,McDonough
307774,Illinois,McHenry
171517,Illinois,McLean
104009,Illinois,Macon
44926,Illinois,Macoupin
262966,Illinois,Madison
37205,Illinois,Marion
11438,Illinois,Marshall
13359,Illinois,Mason
13772,Illinois,Massac
12196,Illinois,Menard
15437,Illinois,Mercer
34637,Illinois,Monroe
28414,Illinois,Montgomery
33658,Illinois,Morgan
14501,Illinois,Moultrie
50643,Illinois,Ogle
179179,Illinois,Peoria
20916,Illinois,Perry
16344,Illinois,Piatt
15561,Illinois,Pike
4177,Illinois,Pope
5335,Illinois,Pulaski
5739,Illinois,Putnam
31782,Illinois,Randolph
15513,Illinois,Richland
141879,Illinois,Rock Island
259686,Illinois,St. Clair
23491,Illinois,Saline
194672,Illinois,Sangamon
6768,Illinois,Schuyler
4951,Illinois,Scott
21634,Illinois,Shelby
5342,Illinois,Stark
44498,Illinois,Stephenson
131803,Illinois,Tazewell
16653,Illinois,Union
75758,Illinois,Vermilion
11520,Illinois,Wabash
16844,Illinois,Warren
13887,Illinois,Washington
16215,Illinois,Wayne
13537,Illinois,White
55175,Illinois,Whiteside
690743,Illinois,Will
66597,Illinois,Williamson
282572,Illinois,Winnebago
38459,Illinois,Woodford
35777,Indiana,Adams
379299,Indiana,Allen
83779,Indiana,Bartholomew
8748,Indiana,Benton
11758,Indiana,Blackford
67843,Indiana,Boone
15092,Indiana,Brown
20257,Indiana,Carroll
37689,Indiana,Cass
118302,Indiana,Clark
26225,Indiana,Clay
32399,Indiana,Clinton
10577,Indiana,Crawford
33351,Indiana,Daviess
49458,Indiana,Dearborn
26559,Indiana,Decatur
43475,Indiana,DeKalb
114135,Indiana,Delaware
42736,Indiana,Dubois
206341,Indiana,Elkhart
23102,Indiana,Fayette
78522,Indiana,Floyd
16346,Indiana,Fountain
22758,Indiana,Franklin
19974,Indiana,Fulton
33659,Indiana,Gibson
65769,Indiana,Grant
31922,Indiana,Greene
338011,Indiana,Hamilton
78168,Indiana,Hancock
40515,Indiana,Harrison
170311,Indiana,Hendricks
47972,Indiana,Henry
82544,Indiana,Howard
36520,Indiana,Huntington
44231,Indiana,Jackson
33562,Indiana,Jasper
20436,Indiana,Jay
32308,Indiana,Jefferson
27735,Indiana,Jennings
158167,Indiana,Johnson
36594,Indiana,Knox
79456,Indiana,Kosciusko
39614,Indiana,LaGrange
485493,Indiana,Lake
109888,Indiana,LaPorte
45370,Indiana,Lawrence
129569,Indiana,Madison
964582,Indiana,Marion
46258,Indiana,Marshall
10255,Indiana,Martin
35516,Indiana,Miami
148431,Indiana,Monroe
38338,Indiana,Montgomery
70489,Indiana,Morgan
13984,Indiana,Newton
47744,Indiana,Noble
5875,Indiana,Ohio
19646,Indiana,Orange
20799,Indiana,Owen
16937,Indiana,Parke
19169,Indiana,Perry
12389,Indiana,Pike
170389,Indiana,Porter
25427,Indiana,Posey
12353,Indiana,Pulaski
37576,Indiana,Putnam
24665,Indiana,Randolph
28324,Indiana,Ripley
16581,Indiana,Rush
271826,Indiana,St. Joseph
23873,Indiana,Scott
44729,Indiana,Shelby
20277,Indiana,Spencer
22995,Indiana,Starke
34594,Indiana,Steuben
20669,Indiana,Sullivan
10751,Indiana,Switzerland
195732,Indiana,Tippecanoe
15148,Indiana,Tipton
7054,Indiana,Union
181451,Indiana,Vanderburgh
15498,Indiana,Vermillion
107038,Indiana,Vigo
30996,Indiana,Wabash
8265,Indiana,Warren
62998,Indiana,Warrick
28036,Indiana,Washington
65884,Indiana,Wayne
28296,Indiana,Wells
24102,Indiana,White
33964,Indiana,Whitley
7152,Iowa,Adair
3602,Iowa,Adams
13687,Iowa,Allamakee
12426,Iowa,Appanoose
5496,Iowa,Audubon
25645,Iowa,Benton
131228,Iowa,Black Hawk
26234,Iowa,Boone
25062,Iowa,Bremer
21175,Iowa,Buchanan
19620,Iowa,Buena Vista
